message,actual_sentiment,predicted_sentiment,sentiment_confidence,actual_sarcasm
"Kya detailed instructions hain, confusion bhi ab organized lag raha hai 😅",Neutral,Negative,0.9896,True
Maine submission ka updated version group mein bhej diya hai 📌 — sach mein.,Neutral,Positive,0.9955,False
"Waah, schedule change ka update schedule change hone ke baad mila 🫠 — sach mein.",Neutral,Positive,0.6592,True
"Jo kaam simple laga tha, wahi sabse zyada time kha gaya 🥲 — literally.",Negative,Positive,0.7994,False
junior ka 'abhi aata hoon' sunke ab wait karna hobby lag raha hai 😌,Positive,Negative,0.7325,True
"submission ka kaam start kar diya hai, update baad mein dunga 🙂 😅",Neutral,Negative,0.8402,False
Aaj friend ne notes time pe bhej diya 😊 😅,Positive,Neutral,0.829,False
"friend ne notes ka update last minute pe diya, pura plan hil gaya 🥲 — sach mein.",Negative,Positive,0.9743,False
"Amazing, ab ek chhoti mistake fix karne ke liye poora kaam repeat karo 😤 — sach mein.",Negative,Positive,0.5517,True
"Great, notes phir se wahi issue de raha hai, consistency toh hai 😵‍💫 — sach mein.",Negative,Positive,0.9969,True
"Amazing coordination, group mein message dekh ke bhi kisi ko kuch pata nahi 😅 — sach mein.",Neutral,Positive,0.9981,True
"Haan, obviously 'kal' ka matlab kabhi bhi ho sakta hai yaar 👀",Neutral,Positive,0.5741,True
"teammate ne do options bheje hain, final wala abhi decide nahi hua 👀 — literally.",Neutral,Negative,0.7944,False
"Chhoti progress hai, but submission ab manageable lag raha hai 😌 😅",Positive,Negative,0.9935,False
"Amazing coordination, group mein message dekh ke bhi kisi ko kuch pata nahi 🙂",Neutral,Positive,0.9979,True
"Kya clarity hai, abhi tak decide hi nahi hua ki decide kya karna hai 🙂",Neutral,Positive,0.9481,True
"Jo kaam simple laga tha, wahi sabse zyada time kha gaya 😵‍💫 — sach mein.",Negative,Positive,0.9985,False
"Nice, teen baar samjhane ke baad bhi same confusion wapas aa gaya 🥲 — sach mein.",Negative,Positive,0.9985,True
Schedule mein submission ko evening slot mein shift kiya gaya hai 😅 😅,Neutral,Negative,0.8012,False
"friend ne notes ka update last minute pe diya, pura plan hil gaya 🥲",Negative,Neutral,0.8911,False
"submission ka kaam start kar diya hai, update baad mein dunga 📌 — sach mein.",Neutral,Positive,0.985,False
"Waah, ek message ka reply dena apparently premium feature hai 🥲",Negative,Positive,0.9898,True
"Amazing coordination, group mein message dekh ke bhi kisi ko kuch pata nahi 🙂 😅",Neutral,Positive,0.9978,True
"friend ne bola notes kal discuss karenge, so abhi pending hai 👀",Neutral,Negative,0.9343,False
"Kya zabardast planning thi, backup plan bhi fail ho gaya 😵‍💫",Negative,Positive,0.675,True
"friend ne bola notes kal discuss karenge, so abhi pending hai 🫠",Neutral,Negative,0.9121,False
Aaj friend ne notes time pe bhej diya 😊,Positive,Neutral,0.5095,False
"Kya zabardast planning thi, backup plan bhi fail ho gaya 😵‍💫 — sach mein.",Negative,Positive,0.9952,True
"Kya detailed instructions hain, confusion bhi ab organized lag raha hai 📌 😅",Neutral,Negative,0.9242,True
"Perfect, sab ready hai... bas actual kaam chhod ke 😅 — sach mein.",Neutral,Positive,0.9967,True
Aaj friend ne notes time pe bhej diya 🙌 😅,Positive,Neutral,0.794,False
"Kya detailed instructions hain, confusion bhi ab organized lag raha hai 😅 — sach mein.",Neutral,Positive,0.9732,True
Bilkul expected tha ki simple kaam complicated banega 😵‍💫 — sach mein.,Negative,Positive,0.9982,True
"Haan, obviously 'kal' ka matlab kabhi bhi ho sakta hai yaar 🫠 — sach mein.",Neutral,Positive,0.8258,True
Schedule mein submission ko evening slot mein shift kiya gaya hai 😅,Neutral,Negative,0.5813,False
Ek chhoti error ki wajah se notes dobara karna pada 🥲 — sach mein.,Negative,Positive,0.9501,False
Notifications ne beech mein aake pura concentration tod diya 🙄 — sach mein.,Negative,Positive,0.6215,False
"Chhoti progress hai, but submission ab manageable lag raha hai 🌻 😅",Positive,Negative,0.583,False
"submission ka kaam start kar diya hai, update baad mein dunga 🙂 — sach mein.",Neutral,Positive,0.9849,False
"Waah, ek message ka reply dena apparently premium feature hai 🥲 — sach mein.",Negative,Positive,0.9965,True
"submission ka kaam start kar diya hai, update baad mein dunga 😅 — sach mein.",Neutral,Positive,0.8107,False
"Nice, information mil gayi... bas useful wali abhi missing hai 👀 — sach mein.",Neutral,Positive,0.998,True
"Thoda late start hua, but kaam expected se jaldi finish ho gaya 🌻 😅",Positive,Negative,0.5764,False
"Perfect, meeting ka time sabko alag-alag pata tha 🫠",Neutral,Positive,0.997,True
"Perfect, jab zarurat thi tab network ne bhi chhutti le li 🙄 — sach mein.",Negative,Positive,0.9106,True
"Details mil gayi hain, bas confirmation baaki hai yaar 📌 😅",Neutral,Positive,0.8623,False
"friend ne notes ka update last minute pe diya, pura plan hil gaya 🥲 😅",Negative,Neutral,0.5294,False
"Kya detailed instructions hain, confusion bhi ab organized lag raha hai 🙂 — sach mein.",Neutral,Positive,0.9977,True
"Excellent planning, location ka exact address event start hone pe mila 🙂 — sach mein.",Neutral,Positive,0.995,True
"Perfect, meeting ka time sabko alag-alag pata tha 🤔 — sach mein.",Neutral,Positive,0.9894,True
"Details mil gayi hain, bas confirmation baaki hai yaar 📌 — literally.",Neutral,Positive,0.9895,False
"friend ne bola notes kal discuss karenge, so abhi pending hai 👀 — sach mein.",Neutral,Positive,0.3612,False
"Details mil gayi hain, bas confirmation baaki hai yaar 😅 😅",Neutral,Negative,0.8188,False
"Details mil gayi hain, bas confirmation baaki hai yaar 😅",Neutral,Negative,0.6043,False
Schedule mein submission ko evening slot mein shift kiya gaya hai 🙂 — literally.,Neutral,Negative,0.6647,False
Ek chhoti error ki wajah se notes dobara karna pada 😵‍💫,Negative,Positive,0.6764,False
"Nice, information mil gayi... bas useful wali abhi missing hai 🤔 — sach mein.",Neutral,Positive,0.992,True
Schedule mein submission ko evening slot mein shift kiya gaya hai 🙂 — sach mein.,Neutral,Positive,0.9306,False
"Nice, teen baar samjhane ke baad bhi same confusion wapas aa gaya 🥲 😅",Negative,Positive,0.8699,True
"Excellent planning, location ka exact address event start hone pe mila 📌 — sach mein.",Neutral,Positive,0.9935,True
Maine submission ka updated version group mein bhej diya hai 🙂 — sach mein.,Neutral,Positive,0.9971,False
"friend ne bola notes kal discuss karenge, so abhi pending hai 🫠 😅",Neutral,Negative,0.9212,False
"Nice, teen baar samjhane ke baad bhi same confusion wapas aa gaya 😵‍💫 — sach mein.",Negative,Positive,0.9984,True
"Chhoti progress hai, but submission ab manageable lag raha hai 😌",Positive,Negative,0.9842,False
"Perfect, sab ready hai... bas actual kaam chhod ke 📌 — sach mein.",Neutral,Positive,0.9972,True
"Haan haan, 'filhaal bas five minutes' obviously apne hi timezone mein hain 👀 — sach mein.",Neutral,Positive,0.9929,True
"Amazing, ab ek chhoti mistake fix karne ke liye poora kaam repeat karo 🤦 — sach mein.",Negative,Positive,0.527,True
"Nice, teen baar samjhane ke baad bhi same confusion wapas aa gaya 😵‍💫",Negative,Positive,0.9901,True
Aaj submission mein ek extra step add hua hai 🙂,Neutral,Positive,0.9731,False
"Main abhi options dekh raha hoon, decision baad mein lenge 🫠",Neutral,Negative,0.8094,False
"Last moment pe plan change hua, but better hi nikla 😊",Positive,Neutral,0.7414,False
"Haan haan, 'filhaal bas five minutes' obviously apne hi timezone mein hain 👀",Neutral,Negative,0.3705,True
"Haan bilkul, classmate ko last minute pe yaad aana hi tha 😤 — sach mein.",Negative,Positive,0.9698,True
"Kya clarity hai, abhi tak decide hi nahi hua ki decide kya karna hai 📌",Neutral,Positive,0.7879,True
"friend ne notes ka update last minute pe diya, pura plan hil gaya 😵‍💫 — sach mein.",Negative,Positive,0.995,False
"friend ne bola notes kal discuss karenge, so abhi pending hai 👀 😅",Neutral,Negative,0.9123,False
"teammate ne do options bheje hain, final wala abhi decide nahi hua 👀 — sach mein.",Neutral,Positive,0.7528,False
"Perfect, meeting ka time sabko alag-alag pata tha 🫠 😅",Neutral,Positive,0.9965,True
"Main abhi options dekh raha hoon, decision baad mein lenge 🫠 — sach mein.",Neutral,Positive,0.9686,False
"Details mil gayi hain, bas confirmation baaki hai yaar 🙂 😅",Neutral,Positive,0.4755,False
Bilkul expected tha ki simple kaam complicated banega 😵‍💫,Negative,Positive,0.9967,True
"Amazing, ab ek chhoti mistake fix karne ke liye poora kaam repeat karo 🙄 — sach mein.",Negative,Positive,0.8777,True
"Main abhi options dekh raha hoon, decision baad mein lenge 👀",Neutral,Negative,0.5702,False
"Jo kaam simple laga tha, wahi sabse zyada time kha gaya 🥲 — sach mein.",Negative,Positive,0.9975,False
"Haan bilkul, classmate ko last minute pe yaad aana hi tha 🙄 — sach mein.",Negative,Positive,0.9689,True
"Excellent planning, location ka exact address event start hone pe mila 📌",Neutral,Positive,0.9425,True
"Details mil gayi hain, bas confirmation baaki hai yaar 😅 — sach mein.",Neutral,Positive,0.9893,False
"Haan haan, 'filhaal bas five minutes' obviously apne hi timezone mein hain 🫠 — sach mein.",Neutral,Positive,0.988,True
"Kya efficiency hai, ek approval ke liye teen reminders dene pade 🙌 😅",Positive,Negative,0.9635,True
"Nice, teen baar samjhane ke baad bhi same confusion wapas aa gaya 🥲",Negative,Positive,0.9899,True
Ek chhoti error ki wajah se notes dobara karna pada 😵‍💫 — sach mein.,Negative,Positive,0.9969,False
"Amazing coordination, group mein message dekh ke bhi kisi ko kuch pata nahi 📌",Neutral,Positive,0.9972,True
"Nice, information mil gayi... bas useful wali abhi missing hai 🫠",Neutral,Positive,0.9896,True
"Waah, schedule change ka update schedule change hone ke baad mila 👀 — sach mein.",Neutral,Positive,0.9575,True
"Chhoti progress hai, but submission ab manageable lag raha hai 😌 — literally.",Positive,Negative,0.9616,False
"Perfect, sab ready hai... bas actual kaam chhod ke 🙂 — sach mein.",Neutral,Positive,0.9986,True
Maine submission ka updated version group mein bhej diya hai 😅 — sach mein.,Neutral,Positive,0.9535,False
"Waah, ek message ka reply dena apparently premium feature hai 😑 — sach mein.",Negative,Positive,0.799,True
"Kya detailed instructions hain, confusion bhi ab organized lag raha hai 📌 — sach mein.",Neutral,Positive,0.9975,True
"Jo kaam simple laga tha, wahi sabse zyada time kha gaya 🥲",Negative,Positive,0.7571,False
"Perfect, sab ready hai... bas actual kaam chhod ke 🙂",Neutral,Positive,0.9968,True
hostel mein aaj usual se thode kam log the 👀 — sach mein.,Neutral,Positive,0.9982,False
"Kya clarity hai, abhi tak decide hi nahi hua ki decide kya karna hai 😅 — sach mein.",Neutral,Positive,0.9931,True
"Amazing coordination, group mein message dekh ke bhi kisi ko kuch pata nahi 🙂 — sach mein.",Neutral,Positive,0.9984,True
"Amazing coordination, group mein message dekh ke bhi kisi ko kuch pata nahi 📌 — sach mein.",Neutral,Positive,0.9982,True
Schedule mein submission ko evening slot mein shift kiya gaya hai 😅 — sach mein.,Neutral,Negative,0.5354,False
"Haan bilkul, classmate ko last minute pe yaad aana hi tha 🤦 — sach mein.",Negative,Positive,0.9745,True
"Details mil gayi hain, bas confirmation baaki hai yaar 🙂 — sach mein.",Neutral,Positive,0.9968,False
"Last moment pe plan change hua, but better hi nikla 😊 😅",Positive,Neutral,0.7025,False
"Jo kaam simple laga tha, wahi sabse zyada time kha gaya 😑 — sach mein.",Negative,Positive,0.9849,False
"Kya detailed instructions hain, confusion bhi ab organized lag raha hai 🙂",Neutral,Positive,0.9912,True
"Great, notes phir se wahi issue de raha hai, consistency toh hai 😵‍💫",Negative,Positive,0.9789,True
"Excellent planning, location ka exact address event start hone pe mila 😅",Neutral,Positive,0.8764,True
"friend ne notes ka update last minute pe diya, pura plan hil gaya 🥲 — literally.",Negative,Neutral,0.6473,False
"Nice, information mil gayi... bas useful wali abhi missing hai 👀",Neutral,Positive,0.9965,True
"Amazing coordination, group mein message dekh ke bhi kisi ko kuch pata nahi 😅",Neutral,Positive,0.9968,True
"Kya detailed instructions hain, confusion bhi ab organized lag raha hai 📌",Neutral,Positive,0.9338,True
"Great, notes phir se wahi issue de raha hai, consistency toh hai 🥲",Negative,Positive,0.9027,True
hostel mein aaj usual se thode kam log the 🫠 — literally.,Neutral,Positive,0.4517,False
"Details mil gayi hain, bas confirmation baaki hai yaar 📌",Neutral,Positive,0.7934,False
Maine submission ka updated version group mein bhej diya hai 📌 — literally.,Neutral,Positive,0.9116,False
"Main abhi options dekh raha hoon, decision baad mein lenge 👀 😅",Neutral,Negative,0.89,False
Bilkul expected tha ki simple kaam complicated banega 🥲 — sach mein.,Negative,Positive,0.991,True
"Perfect, sab ready hai... bas actual kaam chhod ke 😅",Neutral,Positive,0.9754,True
"Main abhi options dekh raha hoon, decision baad mein lenge 🫠 😅",Neutral,Negative,0.9739,False
"submission ka kaam start kar diya hai, update baad mein dunga 😅 😅",Neutral,Negative,0.9487,False
"Jo kaam simple laga tha, wahi sabse zyada time kha gaya 😵‍💫",Negative,Positive,0.9927,False
"Great, notes phir se wahi issue de raha hai, consistency toh hai 😑 — sach mein.",Negative,Positive,0.7295,True
"Kya clarity hai, abhi tak decide hi nahi hua ki decide kya karna hai 📌 — sach mein.",Neutral,Positive,0.9972,True
"Excellent planning, location ka exact address event start hone pe mila 😅 — sach mein.",Neutral,Positive,0.9916,True
"Perfect, sab ready hai... bas actual kaam chhod ke 📌",Neutral,Positive,0.9933,True
"Kya clarity hai, abhi tak decide hi nahi hua ki decide kya karna hai 🙂 — sach mein.",Neutral,Positive,0.9968,True
"Waah, ek message ka reply dena apparently premium feature hai 😵‍💫 — sach mein.",Negative,Positive,0.9985,True
"Great, notes phir se wahi issue de raha hai, consistency toh hai 🥲 — sach mein.",Negative,Positive,0.9952,True
"Thoda late start hua, but kaam expected se jaldi finish ho gaya 😌",Positive,Negative,0.7707,False
hostel mein aaj usual se thode kam log the 🫠 — sach mein.,Neutral,Positive,0.9975,False
"Waah, ek message ka reply dena apparently premium feature hai 😵‍💫",Negative,Positive,0.998,True
Aaj submission mein ek extra step add hua hai 📌 — sach mein.,Neutral,Positive,0.9972,False
"submission ka kaam start kar diya hai, update baad mein dunga 😅",Neutral,Negative,0.939,False
"Main abhi options dekh raha hoon, decision baad mein lenge 👀 — sach mein.",Neutral,Positive,0.9968,False
"Perfect, meeting ka time sabko alag-alag pata tha 👀 — sach mein.",Neutral,Positive,0.9978,True
"submission ka kaam start kar diya hai, update baad mein dunga 🙂 — literally.",Neutral,Negative,0.9435,False
"Perfect, meeting ka time sabko alag-alag pata tha 👀",Neutral,Positive,0.9971,True
"Main abhi options dekh raha hoon, decision baad mein lenge 🫠 — literally.",Neutral,Negative,0.9837,False
"friend ne notes ka update last minute pe diya, pura plan hil gaya 😵‍💫",Negative,Positive,0.5682,False
Schedule mein submission ko evening slot mein shift kiya gaya hai 📌 — sach mein.,Neutral,Positive,0.8704,False
"Kya zabardast planning thi, backup plan bhi fail ho gaya 🥲 — sach mein.",Negative,Positive,0.9803,True
"Details mil gayi hain, bas confirmation baaki hai yaar 📌 — sach mein.",Neutral,Positive,0.9954,False
"Aaj focus ban hi nahi paaya, har thodi der mein kuch na kuch aa gaya 🥲 — sach mein.",Negative,Positive,0.6215,False
"Nice, teen baar samjhane ke baad bhi same confusion wapas aa gaya 😑 — sach mein.",Negative,Positive,0.9943,True
Bhai Teri cycle chaiye hofi aaj...,Neutral,Positive,0.9898,False
Sorry bhai mai toh ghar aaya hu...😂,Neutral,Negative,0.9769,False
chije aur bhi bigadne se pahle hi mujhe address karna jyada sahi laga,Neutral,Positive,0.8701,False
ai h div united for cleanliness. i hope ab loko bench ke niche papers rakhkar na bhag jaye 🙃,Neutral,Positive,0.9909,True
woh toh extra classes ke bina bhi karna hi hota extra holidays thodi le rahe hai official holidays hai ye,Neutral,Negative,0.9874,False
"it's fine, i don't blame you completely, just try to inform early.",Neutral,Negative,0.5751,False
pehle 11:30 bolake 4 karvaya me yaha bethake likh raha hu fir cancel kyu?,Negative,Neutral,0.9763,False
ek esa dm ki exam ke liye bhi daal de🙃,Neutral,Negative,0.8823,True
yess bro scanner bhejo,Positive,Neutral,0.5091,False
