message,actual_sarcasm,predicted_sarcasm,sarcasm_confidence,actual_sentiment
"Waah, schedule change ka update schedule change hone ke baad mila 👀 😅",True,False,0.5293,Neutral
"Kya zabardast planning thi, backup plan bhi fail ho gaya 😵‍💫 — sach mein.",True,False,0.5709,Negative
Maine submission ka updated version group mein bhej diya hai 📌 😅,False,True,0.6183,Neutral
"Kya smooth process hai, har step pe ek naya surprise mil raha hai yaar 🌻",True,False,0.6173,Positive
hostel mein aaj kaam surprisingly smooth raha 🙌 — sach mein.,False,True,0.5921,Positive
"Perfect planning, submission ka pata venue pe pahunch ke chala 😌 — sach mein.",True,False,0.9635,Positive
Notifications ne beech mein aake pura concentration tod diya 🙄,False,True,0.9837,Negative
"Amazing timing, free hote hi naya urgent kaam aa gaya ✨ — sach mein.",True,False,0.6623,Positive
"Kya smooth process hai, har step pe ek naya surprise mil raha hai yaar ✨",True,False,0.6919,Positive
"Badiya system hai, simple kaam ko bhi mini project bana diya 🙌 — sach mein.",True,False,0.9696,Positive
submission ke chakkar mein poora schedule disturb ho gaya 🤦 — sach mein.,False,True,0.7223,Negative
Notifications ne beech mein aake pura concentration tod diya 😤,False,True,0.5818,Negative
"Badiya system hai, simple kaam ko bhi mini project bana diya 💛 😅",True,False,0.9902,Positive
"Waah, friend ne sirf 45 minutes baad reply kiya, kya speed hai 💛",True,False,0.7282,Positive
Notifications ne beech mein aake pura concentration tod diya 🙄 — sach mein.,False,True,0.9514,Negative
"Chhoti progress hai, but submission ab manageable lag raha hai 🌻 😅",False,True,0.6749,Positive
Aaj submission mein ek extra step add hua hai 😅 — literally.,False,True,0.9242,Neutral
Aaj submission complete karke mood genuinely better ho gaya ✨ — sach mein.,False,True,0.5413,Positive
"submission ka kaam start kar diya hai, update baad mein dunga 🙂 — sach mein.",False,True,0.6923,Neutral
Aaj submission complete karke mood genuinely better ho gaya 😌 — sach mein.,False,True,0.5557,Positive
"Perfect, meeting ka time sabko alag-alag pata tha 🫠",True,False,0.8055,Neutral
Notifications ne beech mein aake pura concentration tod diya 😤 — sach mein.,False,True,0.517,Negative
"library pe basic info bhi clear nahi thi, kaafi confusion hua 🤦",False,True,0.5274,Negative
"Perfect, jab zarurat thi tab network ne bhi chhutti le li 🙄 — sach mein.",True,False,0.8709,Negative
colleague ka suggestion genuinely kaafi useful nikla 😌 — literally.,False,True,0.611,Positive
"Amazing, ab ek chhoti mistake fix karne ke liye poora kaam repeat karo 😤",True,False,0.7098,Negative
"Excellent planning, location ka exact address event start hone pe mila 🙂 — sach mein.",True,False,0.8354,Neutral
"Perfect, meeting ka time sabko alag-alag pata tha 🤔 — sach mein.",True,False,0.6174,Neutral
"Excellent coordination, sabko alag information mili ✨ — sach mein.",True,False,0.5477,Positive
"Waah, friend ne sirf 45 minutes baad reply kiya, kya speed hai 🙌",True,False,0.6931,Positive
"Details mil gayi hain, bas confirmation baaki hai yaar 📌 — literally.",False,True,0.8484,Neutral
"Last moment pe plan change hua, but better hi nikla 🙌 😅",False,True,0.7537,Positive
"Chhoti progress hai, but submission ab manageable lag raha hai ✨ — sach mein.",False,True,0.9454,Positive
"Nice, notes ka reminder tab aaya jab kaam already ho chuka tha 🙌",True,False,0.9497,Positive
Schedule mein submission ko evening slot mein shift kiya gaya hai 🙂 — literally.,False,True,0.8667,Neutral
"submission finally sort ho gaya, ab thoda sukoon hai 🌻 😅",False,True,0.949,Positive
Schedule mein submission ko evening slot mein shift kiya gaya hai 🙂 — sach mein.,False,True,0.9071,Neutral
"Perfect planning, submission ka pata venue pe pahunch ke chala ✨",True,False,0.9849,Positive
"Same mistake phir repeat hui, ab explain karne ka mood nahi hai yaar 🥲 — sach mein.",False,True,0.5706,Negative
"Nice, teen baar samjhane ke baad bhi same confusion wapas aa gaya 🥲 😅",True,False,0.9619,Negative
"Excellent planning, location ka exact address event start hone pe mila 📌 — sach mein.",True,False,0.564,Neutral
Maine submission ka updated version group mein bhej diya hai 🙂 — sach mein.,False,True,0.9224,Neutral
"Nice, notes ka reminder tab aaya jab kaam already ho chuka tha 🙌 — sach mein.",True,False,0.7509,Positive
Notifications ne beech mein aake pura concentration tod diya 🤦 — sach mein.,False,True,0.9141,Negative
"submission finally sort ho gaya, ab thoda sukoon hai ✨ — literally.",False,True,0.9882,Positive
"Waah, friend ne sirf 45 minutes baad reply kiya, kya speed hai 🙌 — sach mein.",True,False,0.6168,Positive
"Chhoti progress hai, but submission ab manageable lag raha hai ✨ 😅",False,True,0.6969,Positive
"Nice, teen baar samjhane ke baad bhi same confusion wapas aa gaya 😵‍💫 — sach mein.",True,False,0.8919,Negative
"Chhoti progress hai, but submission ab manageable lag raha hai 😌",False,True,0.6362,Positive
"Wah, plan itna clear tha ki end mein kisi ko plan hi yaad nahi tha 💛",True,False,0.563,Positive
junior ka 'abhi aata hoon' sunke ab wait karna hobby lag raha hai ✨ — sach mein.,True,False,0.9972,Positive
junior ka 'abhi aata hoon' sunke ab wait karna hobby lag raha hai 🌻 — sach mein.,True,False,0.9984,Positive
"Waah, schedule change ka update schedule change hone ke baad mila 👀",True,False,0.5262,Neutral
"Thoda late start hua, but kaam expected se jaldi finish ho gaya ✨ — sach mein.",False,True,0.6728,Positive
junior ka 'abhi aata hoon' sunke ab wait karna hobby lag raha hai 🌻,True,False,0.9985,Positive
"Perfect planning, submission ka pata venue pe pahunch ke chala 🌻 — sach mein.",True,False,0.9768,Positive
"Perfect, jab zarurat thi tab network ne bhi chhutti le li 🤦 — sach mein.",True,False,0.6017,Negative
"Nice, teen baar samjhane ke baad bhi same confusion wapas aa gaya 😵‍💫",True,False,0.9916,Negative
"library pe basic info bhi clear nahi thi, kaafi confusion hua 🤦 — literally.",False,True,0.838,Negative
"Last moment pe plan change hua, but better hi nikla 😊",False,True,0.6359,Positive
"Last moment pe plan change hua, but better hi nikla 💛 😅",False,True,0.7732,Positive
"Wah, plan itna clear tha ki end mein kisi ko plan hi yaad nahi tha 🙌",True,False,0.6248,Positive
"Kya clarity hai, abhi tak decide hi nahi hua ki decide kya karna hai 📌",True,False,0.949,Neutral
Schedule mein submission ko evening slot mein shift kiya gaya hai 📌 😅,False,True,0.5785,Neutral
submission ke chakkar mein poora schedule disturb ho gaya 🙄 — sach mein.,False,True,0.8067,Negative
"Perfect planning, submission ka pata venue pe pahunch ke chala 🌻",True,False,0.9798,Positive
"Perfect, meeting ka time sabko alag-alag pata tha 🫠 😅",True,False,0.6588,Neutral
"Amazing timing, free hote hi naya urgent kaam aa gaya ✨",True,False,0.9663,Positive
"Details mil gayi hain, bas confirmation baaki hai yaar 🙂 😅",False,True,0.5076,Neutral
"submission finally sort ho gaya, ab thoda sukoon hai 🌻 — sach mein.",False,True,0.9923,Positive
"Same mistake phir repeat hui, ab explain karne ka mood nahi hai yaar 😑 — literally.",False,True,0.6217,Negative
colleague ka suggestion genuinely kaafi useful nikla ✨ — sach mein.,False,True,0.6583,Positive
"Excellent coordination, sabko alag information mili 😌",True,False,0.9517,Positive
"Excellent planning, location ka exact address event start hone pe mila 📌",True,False,0.8605,Neutral
"Details mil gayi hain, bas confirmation baaki hai yaar 😅 — sach mein.",False,True,0.8296,Neutral
"submission finally sort ho gaya, ab thoda sukoon hai ✨ — sach mein.",False,True,0.9874,Positive
"Perfect planning, submission ka pata venue pe pahunch ke chala ✨ — sach mein.",True,False,0.9778,Positive
"Nice, teen baar samjhane ke baad bhi same confusion wapas aa gaya 🥲",True,False,0.9896,Negative
Notifications ne beech mein aake pura concentration tod diya 🙄 — literally.,False,True,0.9944,Negative
"Amazing coordination, group mein message dekh ke bhi kisi ko kuch pata nahi 📌",True,False,0.9249,Neutral
"Nice, information mil gayi... bas useful wali abhi missing hai 🫠",True,False,0.5347,Neutral
"submission finally sort ho gaya, ab thoda sukoon hai ✨ 😅",False,True,0.9606,Positive
classroom ka timing weekend pe thoda different hai 🫠 — sach mein.,False,True,0.5899,Neutral
"Kya clarity hai, abhi tak decide hi nahi hua ki decide kya karna hai 😅",True,False,0.9147,Neutral
"Perfect, jab zarurat thi tab network ne bhi chhutti le li 🤦",True,False,0.701,Negative
"Chhoti progress hai, but submission ab manageable lag raha hai 😌 — literally.",False,True,0.8635,Positive
Maine submission ka updated version group mein bhej diya hai 😅 — sach mein.,False,True,0.899,Neutral
"submission finally sort ho gaya, ab thoda sukoon hai 🌻",False,True,0.9675,Positive
colleague ka suggestion genuinely kaafi useful nikla 🌻 — sach mein.,False,True,0.5602,Positive
"Great, notes phir se wahi issue de raha hai, consistency toh hai 😑",True,False,0.7303,Negative
"Last moment pe plan change hua, but better hi nikla 💛",False,True,0.6957,Positive
junior ka 'abhi aata hoon' sunke ab wait karna hobby lag raha hai 🌻 😅,True,False,0.9971,Positive
"Thoda late start hua, but kaam expected se jaldi finish ho gaya 😌 — sach mein.",False,True,0.6038,Positive
"submission finally sort ho gaya, ab thoda sukoon hai 😌 😅",False,True,0.9324,Positive
"Badiya system hai, simple kaam ko bhi mini project bana diya 😊 — sach mein.",True,False,0.9577,Positive
"Nice, notes ka reminder tab aaya jab kaam already ho chuka tha 💛",True,False,0.9206,Positive
"Amazing timing, free hote hi naya urgent kaam aa gaya 😌",True,False,0.9465,Positive
"Excellent coordination, sabko alag information mili 🌻",True,False,0.9529,Positive
"Kya clarity hai, abhi tak decide hi nahi hua ki decide kya karna hai 😅 — sach mein.",True,False,0.8214,Neutral
"Amazing coordination, group mein message dekh ke bhi kisi ko kuch pata nahi 🙂 — sach mein.",True,False,0.9427,Neutral
"Amazing coordination, group mein message dekh ke bhi kisi ko kuch pata nahi 📌 — sach mein.",True,False,0.8225,Neutral
"Waah, friend ne sirf 45 minutes baad reply kiya, kya speed hai 💛 — sach mein.",True,False,0.6554,Positive
Schedule mein submission ko evening slot mein shift kiya gaya hai 😅 — sach mein.,False,True,0.9318,Neutral
"Perfect, jab zarurat thi tab network ne bhi chhutti le li 😤",True,False,0.9725,Negative
"Details mil gayi hain, bas confirmation baaki hai yaar 🙂 — sach mein.",False,True,0.8562,Neutral
"Last moment pe plan change hua, but better hi nikla 😊 😅",False,True,0.7339,Positive
"Kya detailed instructions hain, confusion bhi ab organized lag raha hai 🙂",True,False,0.8024,Neutral
"Amazing timing, free hote hi naya urgent kaam aa gaya 😌 😅",True,False,0.9204,Positive
"Great, notes phir se wahi issue de raha hai, consistency toh hai 😵‍💫",True,False,0.8829,Negative
"Excellent planning, location ka exact address event start hone pe mila 😅",True,False,0.8977,Neutral
"Nice, notes ka reminder tab aaya jab kaam already ho chuka tha 😊 😅",True,False,0.8789,Positive
"Waah, friend ne sirf 45 minutes baad reply kiya, kya speed hai 😊 😅",True,False,0.7226,Positive
"Nice, information mil gayi... bas useful wali abhi missing hai 👀",True,False,0.6378,Neutral
"Last moment pe plan change hua, but better hi nikla 🙌",False,True,0.6677,Positive
"Badiya system hai, simple kaam ko bhi mini project bana diya 🙌",True,False,0.998,Positive
"Amazing coordination, group mein message dekh ke bhi kisi ko kuch pata nahi 😅",True,False,0.9586,Neutral
"Kya detailed instructions hain, confusion bhi ab organized lag raha hai 📌",True,False,0.5724,Neutral
"Great, notes phir se wahi issue de raha hai, consistency toh hai 🥲",True,False,0.5826,Negative
"Amazing timing, free hote hi naya urgent kaam aa gaya 🌻",True,False,0.9581,Positive
"Amazing timing, free hote hi naya urgent kaam aa gaya 😌 — sach mein.",True,False,0.623,Positive
"Last moment pe plan change hua, but better hi nikla 🙌 — sach mein.",False,True,0.858,Positive
"Badiya system hai, simple kaam ko bhi mini project bana diya 😊",True,False,0.9979,Positive
Maine submission ka updated version group mein bhej diya hai 📌 — literally.,False,True,0.9261,Neutral
"Nice, notes ka reminder tab aaya jab kaam already ho chuka tha 💛 — sach mein.",True,False,0.6831,Positive
Aaj submission complete karke mood genuinely better ho gaya 🌻 — literally.,False,True,0.6137,Positive
"Last moment pe plan change hua, but better hi nikla 😊 — sach mein.",False,True,0.9042,Positive
"Great, notes phir se wahi issue de raha hai, consistency toh hai 😑 — sach mein.",True,False,0.6078,Negative
Notifications ne beech mein aake pura concentration tod diya 🤦,False,True,0.9704,Negative
"Waah, friend ne sirf 45 minutes baad reply kiya, kya speed hai 😊",True,False,0.7409,Positive
"Kya clarity hai, abhi tak decide hi nahi hua ki decide kya karna hai 📌 — sach mein.",True,False,0.8988,Neutral
"Excellent planning, location ka exact address event start hone pe mila 😅 — sach mein.",True,False,0.6009,Neutral
PG pahunch ke pata chala ki kaam postpone ho gaya hai 🤦 — literally.,False,True,0.5506,Negative
"Kya clarity hai, abhi tak decide hi nahi hua ki decide kya karna hai 🙂 — sach mein.",True,False,0.81,Neutral
hostel mein aaj kaam surprisingly smooth raha 💛 — sach mein.,False,True,0.6573,Positive
"Perfect planning, submission ka pata venue pe pahunch ke chala ✨ 😅",True,False,0.9142,Positive
"Thoda late start hua, but kaam expected se jaldi finish ho gaya 🌻 — sach mein.",False,True,0.6267,Positive
"Perfect planning, submission ka pata venue pe pahunch ke chala 😌",True,False,0.9603,Positive
Aaj submission mein ek extra step add hua hai 📌 — sach mein.,False,True,0.818,Neutral
Notifications ne beech mein aake pura concentration tod diya 🤦 😅,False,True,0.803,Negative
"Nice, notes ka reminder tab aaya jab kaam already ho chuka tha 😊 — sach mein.",True,False,0.528,Positive
"Kya clarity hai, abhi tak decide hi nahi hua ki decide kya karna hai 😅 😅",True,False,0.9001,Neutral
"library pe basic info bhi clear nahi thi, kaafi confusion hua 😤 — sach mein.",False,True,0.5877,Negative
"Perfect, meeting ka time sabko alag-alag pata tha 👀 — sach mein.",True,False,0.7903,Neutral
"Perfect, meeting ka time sabko alag-alag pata tha 👀",True,False,0.9096,Neutral
"Perfect, jab zarurat thi tab network ne bhi chhutti le li 😤 — sach mein.",True,False,0.9788,Negative
Schedule mein submission ko evening slot mein shift kiya gaya hai 📌 — sach mein.,False,True,0.9421,Neutral
"Details mil gayi hain, bas confirmation baaki hai yaar 📌 — sach mein.",False,True,0.8424,Neutral
"Wah, plan itna clear tha ki end mein kisi ko plan hi yaad nahi tha 😊",True,False,0.5529,Positive
"Waah, friend ne sirf 45 minutes baad reply kiya, kya speed hai 😊 — sach mein.",True,False,0.549,Positive
"Nice, teen baar samjhane ke baad bhi same confusion wapas aa gaya 😑 — sach mein.",True,False,0.9103,Negative
Sorry bhai mai toh ghar aaya hu...😂,False,True,0.9403,Neutral
ai h div united for cleanliness. i hope ab loko bench ke niche papers rakhkar na bhag jaye 🙃,True,False,0.9784,Neutral
"it's fine, i don't blame you completely, just try to inform early.",False,True,0.9041,Neutral
you are doing good.,False,True,0.7438,Positive
"i lost my steel water bottle, so if anyone finds it on monday please let me know",False,True,0.9924,Neutral
pehle hi bol dete yaar,False,True,0.973,Negative
ek esa dm ki exam ke liye bhi daal de🙃,True,False,0.9676,Neutral
holidays se pehle ka soda ke 25 ka payment baki hai 🥹,False,True,0.5152,Neutral
yess bro scanner bhejo,False,True,0.9991,Positive
yaar bahut ghatiya,False,True,0.9986,Negative
kitna dheere dheere,False,True,0.9762,Negative
notes likhwa rhe?,False,True,0.9744,Neutral
arehh 🥹😅,False,True,0.9693,Neutral
