message,actual_sentiment,predicted_sentiment,sentiment_confidence,actual_sarcasm,predicted_sarcasm,sarcasm_confidence
"Roommate ne bola subah utha dega, 2 ghante late uthaya 🤡",Negative,Negative,0.9456,True,False,0.9529
Itni fast internet speed h yaha ki ek page load hone mein 5 minute lagte h 😭,Negative,Negative,0.9756,True,False,0.8305
"Bhai exam ke result aaye, thoda tension h abhi",Neutral,Negative,0.7788,False,False,0.999
Wah kitna acha socha tumne group project last night complete karne ka 👏,Negative,Positive,0.9986,True,False,0.9428
Tere jokes sunke lagta h comedy field mein try karna chahiye tujhe 😂,Neutral,Negative,0.9967,True,False,0.9754
"Kya baat h, hostel ka paani aaj bhi nahi aaya, roz ka naya surprise 😩",Negative,Negative,0.5855,True,False,0.9813
"Kal se gym join kar rha hu, is baar serious hu",Neutral,Negative,0.8044,False,False,0.9971
Bhai teri planning dekh ke lagta h tu future predict kr sakta h 😏,Neutral,Positive,0.4967,True,False,0.9799
"Aaj bhi late aaya class mein, sorry yaar traffic tha",Neutral,Negative,0.9553,False,False,0.9902
"Itna acha suggestion diya tune, bilkul wahi jo maine pehle try kiya tha 😌",Negative,Positive,0.9985,True,False,0.9973
"Maine socha exam postpone hoga par nahi hua, ab tension double h",Negative,Negative,0.9801,False,True,0.7719
"Wah roommate, kitna quiet reh k gaana suna raat ko 3 baje 🙃",Negative,Positive,0.7361,True,False,0.9776
"Kitna helpful h ye new app, crash ho gaya submit karte time hi 😭💀",Negative,Negative,0.9381,True,False,0.6915
Bhai teri packing dekh k lagta h tu 6 mahine ke liye ja rha h weekend trip pe 😂,Neutral,Negative,0.9854,True,False,0.9852
"Group study session mein sab phone chala rahe the, kitna productive raha 🙃",Negative,Positive,0.9798,True,False,0.9667
Ladaai toh humare saath hi hogi pyaar toh kisi aur ke saath chal raha hai🥰🥰🥰,Negative,Positive,0.9978,True,False,0.9795
Everything is being recorded👀👀,Neutral,Positive,0.9947,False,True,0.9918
Marvaoge tum log😭,Negative,Negative,0.9911,True,False,0.6376
Next bari humari hai,Neutral,Neutral,0.914,True,False,0.8884
Tayar rehna sabhi,Positive,Positive,0.8216,True,False,0.9971
Bhaiii Sahab!!!!,Neutral,Positive,0.9911,False,False,0.9939
acha exam ke baad thodi der baad baat karte hain 😂,Neutral,Positive,0.9901,False,False,0.9601
yaar phir se kaam fail ho gaya 😅,Negative,Negative,0.996,False,True,0.774
yaar shopping mein train kitne baje hai 😅,Neutral,Negative,0.9132,False,False,0.6229
yaar ye idea mujhe bilkul pasand nahi aaya aaj festival ka 😅,Negative,Positive,0.9504,False,True,0.7604
"sun thanks yaar, problem solve ho gayi bas",Positive,Positive,0.9974,False,True,0.997
"order ka wow, ye bhi ek approach hai bhai",Neutral,Positive,0.9977,True,False,0.9864
arre festival ke din thodi der baad baat karte hain bas,Neutral,Positive,0.5233,False,False,0.9985
"dekho canteen ka food oh really, interesting plan hai na",Neutral,Positive,0.9964,True,True,0.9533
yaar lecture 10 baje start hoga 😭,Neutral,Neutral,0.4842,False,True,0.9625
dekho notes group mein daal dena bas,Neutral,Negative,0.5058,False,True,0.9832
"sun offer mil gaya yaar, so happy 😅",Positive,Positive,0.9984,False,True,0.9869
"dekho wow, ye bhi ek approach hai",Neutral,Positive,0.9984,True,True,0.8773
acha mujhe file bhej dena yaar,Neutral,Positive,0.9919,False,False,0.9979
dekho train kitne baje hai bas,Neutral,Negative,0.5499,False,False,0.9949
arre ye idea mujhe bilkul pasand nahi aaya bhai,Negative,Positive,0.6873,False,False,0.8293
dekho aaj festival ka data collect karna baaki hai 😅,Neutral,Negative,0.9429,False,False,0.9911
dekho data collect karna baaki hai 😂,Neutral,Negative,0.995,False,False,0.9868
yaar party ka plan solid hai bro,Positive,Positive,0.9957,False,True,0.5739
movie sach mein bahut achi thi bro,Positive,Positive,0.9987,False,True,0.6791
bro trip ka experience bahut amazing tha order ka 😂,Positive,Positive,0.9985,False,True,0.6451
yaar interview expected se bhi kharab gaya ghar pe 😅,Negative,Negative,0.9703,False,True,0.5142
arre kal college jana hai kya 👍,Neutral,Negative,0.9757,False,False,0.9962
yaar project ke regarding lecture 10 baje start hoga 👍,Neutral,Positive,0.9535,False,True,0.5119
arre hostel ke room mein payment abhi pending hai na,Neutral,Negative,0.9049,False,False,0.9388
acha interview expected se bhi kharab gaya family ke saath bas,Negative,Positive,0.9707,False,False,0.9981
data collect karna baaki hai 😅,Neutral,Negative,0.9953,False,False,0.9813
"acha code ke andar haan sure, jo karna hai kar lo bro",Neutral,Negative,0.6892,True,True,0.9504
arre thodi der baad baat karte hain,Neutral,Positive,0.995,False,False,0.9564
dekho report abhi ready nahi hai 😂,Neutral,Negative,0.9685,False,True,0.9417
arre movie sach mein bahut achi thi hostel ke room mein 😂,Positive,Positive,0.9975,False,True,0.7828
bro ye idea actually kaafi useful hai exam ke baad 😂,Positive,Positive,0.9984,False,True,0.8807
acha thodi der baad baat karte hain 😭,Neutral,Positive,0.9777,False,False,0.9855
bhai payment abhi pending hai 👍,Neutral,Negative,0.9307,False,True,0.6064
yaar food order karna hai kya bhai,Neutral,Neutral,0.8429,False,True,0.6594
"bhai wah kya planning thi, plan start hone se pehle cancel 😂",Positive,Negative,0.9428,True,True,0.9115
acha train kitne baje hai 👍,Neutral,Positive,0.9982,False,False,0.9966
"dekho brilliant idea, ab sabko extra kaam karna padega bhai",Negative,Positive,0.9967,True,False,0.9438
bro mast yaar plan successful ho gaya,Positive,Positive,0.9967,False,True,0.9602
acha interview expected se bhi kharab gaya,Negative,Positive,0.9756,False,False,0.9976
sun canteen mein notes group mein daal dena,Neutral,Neutral,0.9391,False,True,0.9977
dekho food order karna hai kya 😭,Neutral,Negative,0.9776,False,True,0.6836
"arre great job bhai, bas isi ki kami thi na",Positive,Positive,0.997,True,False,0.5667
arre ye plan toh bilkul work nahi kiya travel mein 😅,Negative,Negative,0.9937,False,True,0.9702
sun assignment time pe submit ho gaya bro,Positive,Neutral,0.997,False,True,0.8251
yaar payment abhi pending hai 😂,Neutral,Negative,0.9946,False,True,0.9709
acha internship ka thodi der baad baat karte hain bhai,Neutral,Positive,0.9979,False,False,0.9983
acha data collect karna baaki hai bhai,Neutral,Positive,0.9948,False,False,0.9987
"sun sure jan, tum jo bolo wahi sahi exam ke baad 😭",Positive,Positive,0.9012,True,False,0.9387
acha birthday pe report abhi ready nahi hai yaar,Neutral,Negative,0.9748,False,False,0.6478
acha meeting reschedule ho gayi hai na,Neutral,Negative,0.8498,False,True,0.9189
sun aaj bahut traffic tha,Negative,Neutral,0.7559,False,False,0.885
ye idea actually kaafi useful hai na,Positive,Positive,0.998,False,True,0.9825
"bro wah kya zabardast kaam kiya, ab problem aur badh gayi 😭",Negative,Positive,0.9793,True,True,0.7295
acha report abhi ready nahi hai na,Neutral,Negative,0.9796,False,True,0.9255
bro ye idea actually kaafi useful hai trip mein 😭,Positive,Positive,0.9984,False,True,0.9829
bro presentation bilkul achi nahi gayi party mein,Negative,Positive,0.9978,False,True,0.9949
yaar finally weekend aa gaya trip mein bhai,Positive,Positive,0.9946,False,True,0.9823
arre phir se kaam fail ho gaya 😂,Negative,Negative,0.995,False,True,0.6631
bro trip mein bahut problems aa gayi 😭,Negative,Negative,0.9939,False,True,0.871
yaar ye plan toh bilkul work nahi kiya order ka bas,Negative,Negative,0.9912,False,True,0.9725
dekho offer reject ho gaya yaar festival mein 😂,Negative,Negative,0.9967,False,True,0.9377
yaar main thodi der mein call karta hun bhai,Neutral,Neutral,0.9091,False,True,0.5147
acha kal college jana hai kya 😅,Neutral,Negative,0.9864,False,False,0.992
"bro great bhai, exactly isi wajah se sab kharab hua hostel se bhai",Negative,Positive,0.9425,True,False,0.6792
yaar ye plan toh bilkul work nahi kiya library se 😂,Negative,Negative,0.9843,False,True,0.9238
acha movie sach mein bahut achi thi 😅,Positive,Positive,0.997,False,True,0.9758
"sure sure, mujhe pura trust hai tumpe 👍",Positive,Positive,0.9975,True,False,0.8263
"bhai oh really, interesting plan hai na",Neutral,Positive,0.9986,True,True,0.9922
yaar finally weekend aa gaya 😭,Positive,Positive,0.9978,False,True,0.998
bro data collect karna baaki hai 😅,Neutral,Negative,0.9633,False,False,0.9838
yaar thank you bhai tune bahut help ki na,Positive,Positive,0.9985,False,True,0.5516
acha internship ke liye main thodi der mein call karta hun yaar,Neutral,Positive,0.9967,False,False,0.9877
"bhai wah kya zabardast kaam kiya, ab problem aur badh gayi library ke andar",Negative,Positive,0.9775,True,False,0.9944
bhai presentation bilkul achi nahi gayi,Negative,Positive,0.9938,False,False,0.9819
food order karna hai kya 👍,Neutral,Positive,0.4366,False,False,0.8475
yaar interview expected se bhi kharab gaya na,Negative,Neutral,0.6142,False,False,0.8425
"wah kya planning thi, plan start hone se pehle cancel aaj ke exam ka 😅",Positive,Negative,0.9761,True,True,0.6067
"bro library mein oh really, interesting plan hai 😅",Neutral,Positive,0.9981,True,True,0.9973
bro finally kaam complete ho gaya aaj ki meeting 😂,Positive,Positive,0.9953,False,True,0.5517
"great bhai, exactly isi wajah se sab kharab hua 😂",Negative,Positive,0.9634,True,True,0.8409
yaar payment abhi pending hai yaar,Neutral,Negative,0.9623,False,True,0.9634
sun presentation bilkul achi nahi gayi exam ke baad 👍,Negative,Positive,0.9852,False,False,0.9932
"sun great bhai, exactly isi wajah se sab kharab hua 😂",Negative,Positive,0.9739,True,True,0.9467
acha assignment submit karke kal meeting kitne baje hai na,Neutral,Positive,0.9003,False,False,0.9986
yaar aaj bahut acha laga,Positive,Positive,0.9905,False,True,0.9912
bhai kya bakwas hai,Negative,Negative,0.9897,False,True,0.8223
kal milte hain,Neutral,Positive,0.5425,False,False,0.9943
great job bro,Positive,Positive,0.998,False,True,0.8821
theek hai,Neutral,Negative,0.8637,False,True,0.7657
kya time pe aaye ho aaj,Positive,Negative,0.5283,True,False,0.9737
sorry yaar late ho gaya,Negative,Negative,0.991,False,True,0.948
awesome work,Positive,Positive,0.9986,False,True,0.9051
haan sure jo karna hai karo,Neutral,Positive,0.9688,True,True,0.7075
this is actually amazing,Positive,Positive,0.9986,False,True,0.9987
yeah right,Neutral,Positive,0.8924,True,True,0.7572
bohot badhiya,Positive,Positive,0.9987,False,True,0.9868
koi baat nahi,Neutral,Negative,0.87,False,True,0.9951
ye kya ho raha hai,Negative,Negative,0.9924,False,True,0.5009
good morning,Positive,Positive,0.9783,False,True,0.8732
achha thik hai,Neutral,Positive,0.7955,False,True,0.8665
bas theek hai,Neutral,Negative,0.8667,False,True,0.9896
all the best,Positive,Positive,0.9972,False,True,0.9807
sab kuch ready hai,Positive,Neutral,0.5045,False,False,0.621
hmmm,Neutral,Neutral,0.9337,False,True,0.9695
ok done,Neutral,Positive,0.8696,False,True,0.9597
yaar tension mat lo,Positive,Neutral,0.7344,False,True,0.9942
kya scene hai,Neutral,Positive,0.8524,False,True,0.9832
good night,Positive,Positive,0.9969,False,True,0.7587
bilkul sahi,Positive,Positive,0.9954,False,True,0.9985
whatever,Neutral,Positive,0.3774,True,True,0.8716
nice work,Positive,Positive,0.9987,False,True,0.7788
are yaar kya kar rahe ho,Negative,Neutral,0.9612,False,True,0.9945
kuch nahi yaar,Neutral,Negative,0.9892,False,True,0.9983
see you soon,Neutral,Positive,0.9964,False,True,0.5902
bahut ganda laga,Negative,Positive,0.9987,False,True,0.9816
ok bye,Neutral,Positive,0.7707,False,True,0.5112
arre yaar pagal hai kya,Negative,Negative,0.8574,False,True,0.9947
acha thodi der baad baat karte hain 👍,Neutral,Positive,0.9985,False,False,0.9957
"acha haan sure, jo karna hai kar lo bas",Neutral,Positive,0.9785,True,True,0.9931
arre thodi der baad baat karte hain na,Neutral,Negative,0.9576,False,False,0.8814
arre exam ke baad mujhe file bhej dena bhai,Neutral,Positive,0.9929,False,False,0.9992
bhai work mein mujhe file bhej dena 😭,Neutral,Negative,0.9765,False,False,0.9929
arre ye idea actually kaafi useful hai weather dekh ke yaar,Positive,Positive,0.9982,False,True,0.7369
"aaj college ka haan bilkul, tum jo decide karo bhai",Neutral,Positive,0.5989,True,False,0.9779
yaar assignment ka deadline kab hai 👍,Neutral,Neutral,0.9332,False,True,0.7976
bhai data collect karna baaki hai 👍,Neutral,Positive,0.6576,False,False,0.9977
bhai aaj wali movie payment abhi pending hai 😅,Neutral,Negative,0.9915,False,False,0.991
yaar report abhi ready nahi hai,Neutral,Neutral,0.7722,False,True,0.9939
dekho hostel ke room mein payment abhi pending hai 😅,Neutral,Negative,0.9694,False,True,0.5759
"dekho oh really, interesting plan hai yaar",Neutral,Positive,0.9987,True,True,0.998
sun lecture 10 baje start hoga yaar,Neutral,Positive,0.9239,False,False,0.9873
acha aaj library mein milte hain 😂,Neutral,Positive,0.59,False,True,0.761
"dekho order ka haan sure, jo karna hai kar lo 😭",Neutral,Negative,0.9907,True,True,0.9328
"yaar thanks yaar, problem solve ho gayi family ke saath 😂",Positive,Positive,0.9982,False,True,0.9358
dekho aaj bahut traffic tha meeting mein bas,Negative,Negative,0.8561,False,True,0.5871
"yaar party cancel ho gayi, mood off hai hostel mein bhai",Negative,Negative,0.9826,False,True,0.7222
acha aaj ke match mein aaj ghar pe hi hun 😭,Neutral,Negative,0.7195,False,False,0.9499
"yaar wah kya zabardast kaam kiya, ab problem aur badh gayi bas",Negative,Positive,0.9058,True,True,0.931
"Tu five minute bolke aadhe ghante baad aaya, impressive consistency hai teri 😂",Negative,Positive,0.9894,True,False,0.5478
Sir ne bola easy question hai aur paper dekhte hi meri rooh nikal gayi 😭,Negative,Positive,0.9394,True,False,0.993
Kal presentation ke liye maine slides revise kar li hain,Positive,Neutral,0.9114,False,False,0.9979
"Waah, tumne toh group ka kaam itni efficiently kiya ki pura ka pura mere upar aa gaya 🙃",Negative,Negative,0.6424,True,False,0.9477
"Tu tension mat le, main notes lekar aa jaungi",Positive,Negative,0.5402,False,False,0.86
Attendance bachane ka tumhara masterplan dekh ke university bhi resign kar de 😂,Negative,Negative,0.9963,True,False,0.9878
"Finally usne reply kiya, mujhe toh laga message museum mein rakh diya hai 😭",Negative,Negative,0.9837,True,False,0.9879
"Mai kal subah jaldi uthke padhungi, aaj kaafi thak gayi hu",Neutral,Negative,0.6979,False,False,0.9993
Tumhari explanation sunke question se zyada tum khud confused lag rahe the 😂,Negative,Negative,0.9892,True,False,0.8922
"Waah bhai, deadline se do ghante pehle kaam start karna bhi ek talent hai 😭",Negative,Negative,0.9476,True,False,0.9956
"Main canteen ja rahi hu, kisi ko kuch mangwana hai toh batao",Neutral,Negative,0.9332,False,False,0.999
"Tu bas bolta reh ki aa raha hu, hum bhi maan lete hain 😌",Negative,Negative,0.9945,True,False,0.9961
"Kal ka test postpone ho gaya, finally thodi jaan mein jaan aayi 🥹",Positive,Negative,0.9552,False,False,0.9457
Sir ne aaj attendance ke naam pe pura lecture suna diya,Negative,Neutral,0.9926,False,False,0.999
"Haan haan, tumhara internet hamesha tabhi jaata hai jab kaam karna hota hai 😂",Negative,Positive,0.9129,True,True,0.9593
Group discussion mein sabne itne ideas diye ki end mein mera hi idea final hua 😂,Positive,Negative,0.7724,False,False,0.8526
"Waah, kya timing hai, mere aate hi tum log nikal rahe ho 🙃",Negative,Positive,0.7188,True,True,0.8611
Hostel ka WiFi aaj surprisingly chal raha hai 😭,Positive,Negative,0.9157,False,False,0.6869
"Bahut badhiya, printer ne exactly submission ke din kaam karna choose nahi kiya 💀",Negative,Negative,0.6932,True,False,0.8777
Kal agar koi market ja raha ho toh mujhe bhi bata dena,Neutral,Negative,0.9083,False,False,0.9993
"Tere confidence ko dekh ke lag raha tha topper hai, marks dekh ke reality check ho gaya 😂",Negative,Negative,0.982,True,False,0.95
"Waah, ek aur meeting! Jaise humare paas aur koi kaam hi nahi hai 😭",Negative,Negative,0.8435,True,False,0.9647
Mai thodi der mein room pe aa jaungi,Neutral,Positive,0.7459,False,True,0.9877
Kal ke event ke liye registration kar diya maine,Positive,Neutral,0.993,False,False,0.9981
"Bahut useful advice thi, ab main exactly wahi nahi karungi 😂",Negative,Positive,0.998,True,True,0.638
Tu free ho toh mujhe woh document forward kar dena,Neutral,Negative,0.8228,False,False,0.9948
"Waah, tumne password phir guess se enter kiya aur account lock kar diya 🙃",Negative,Negative,0.9943,True,False,0.7618
"Presentation ke time laptop update hona hi baaki tha, perfect moment 💀",Negative,Positive,0.9769,True,False,0.8957
Tu ghar pahunch jaaye toh ek message kar dena,Neutral,Negative,0.9578,False,False,0.9877
"Accha hai, tum logon ne mujhe bataya warna main bina reason ke wait karti rehti 😂",Negative,Negative,0.9781,True,False,0.9437
"Great, ab assignment ke saath handwritten file bhi chahiye. Kya hi life hai 😭",Negative,Positive,0.9938,True,False,0.6006
"Mai abhi room share nahi kar sakti, thoda kaam pending hai",Neutral,Negative,0.9821,False,False,0.9983
"Tu jab bolta hai ""bas ek minute"", tab mujhe automatically half an hour assume karna chahiye 😂",Negative,Negative,0.9828,True,False,0.7593
"Exam ka syllabus dekh liya, manageable lag raha hai",Positive,Neutral,0.6411,False,False,0.9979
Main tumhare liye bhi print nikalwa dungi,Positive,Negative,0.8082,False,False,0.9986
"Kal morning mein jaldi nikalna hai, alarm laga lena",Neutral,Negative,0.635,False,True,0.5028
Deadline kal hai aur hum abhi decide kar rahe hain title kya rakhein 😂,Negative,Negative,0.9712,True,False,0.9699
"Haan, tumhara ""mai bhoolunga nahi"" yaad hai mujhe 😌",Negative,Positive,0.9962,True,True,0.9543
Mai thodi der ke liye bahar ja rahi hu,Neutral,Negative,0.9763,False,False,0.9986
"Test mein wohi question aa gaya jo maine skip kiya tha, universe personally mere against hai 😭",Negative,Negative,0.9701,True,False,0.5823
Kal ke liye clothes ready kar liye,Positive,Neutral,0.5701,False,False,0.9981
